ProjectName,ProjectCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Corporate-Anglo American Quellaveco S.A.,Corporate,678325,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Anglo American Perú S.A.,Corporate,1280522,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Anglo American Michiquillay S.A.,Corporate,3962876,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Lararmides Generative,Corporate,162495,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Anglo American Inyosi Coal (Pty) Limited,Corporate,1971016,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Anglo Operations Proprietary Limited (Corporate),Corporate,29298741,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-De Beers Consolidated Mines (Pty) Ltd,Corporate,7120734,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Kumba Iron Ore Limited,Corporate,363689,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Mafube Coal Mining (Proprietary) Limited,Corporate,26525736,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Rustenburg Platinum Mines Ltd,Corporate,158111228,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Corporate-Sishen Iron Ore Company (Pty) Ltd,Corporate,59235201,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Cubatao,Cubatao,959,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Dartbrook,Dartbrook,937133,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Dawson,Dawson,46157929,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Drayton,Drayton,12630585,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Forests,Forests,250162,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Foxleigh,Foxleigh,17311163,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Gahcho Kué,Gahcho Kué,1497150,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Grosvenor,Grosvenor,1167085,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Kumba Iron Ore - Kolomela Mine,Kumba Iron Ore - Kolomela Mine,10196822,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Kumba Iron Ore - Sishen Mine,Kumba Iron Ore - Sishen Mine,6169250,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Kumba Iron Ore - Thabazimbi Mine,Kumba Iron Ore - Thabazimbi Mine,202938,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Mafube,Mafube,1567757,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Masa Chrome Company (Pty) Ltd,Masa Chrome Company (Pty) Ltd,3615977,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Minas Rio,Minas Rio,16832673,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Kimberley Mines,Kimberley Mines,403000,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Modikwa,Modikwa,760,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Mogalakwena,Mogalakwena,166045,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Moranbah North,Moranbah North,46788860,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Mototolo JV,Mototolo JV,4,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Puca Urku,Puca Urku,428,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Polokwane Smelter,Polokwane Smelter,120247,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Rustenburg Base Metal Refinery,Rustenburg Base Metal Refinery,243093,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Snap Lake,Snap Lake,2321208,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Theodore South Exploration JV,Theodore South Exploration JV,13051,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Twickenham,Twickenham,126084,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Unki,Unki,2772143,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Venetia Mine,Venetia Mine,750000,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Voorspoed Mine,Voorspoed Mine,424000,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Victor,Victor,18204577,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Western Zambia - AEZL,Western Zambia - AEZL,57000,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
Western Zambia - MDML,Western Zambia - MDML,148000,USD,Anglo American plc,03564138,2015-12-31,1,,Anglo American Report,,30 Jun 2016
