CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
ZAF,Regional/ local government,Royalties,,0,,CHF,1278969,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ESP,Regional/ local government,ProductionEntitlements,,0,,CHF,243435,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ESP,Regional/ local government,Tax,,0,,CHF,6345314,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
LKA,National government,Fees,,0,,CHF,198912,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
LKA,Regional/ local government,Royalties,,0,,CHF,650830,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
CHE,Regional/ local government,Tax,,0,,CHF,24174293,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
TZA,National government,Royalties,,0,,CHF,143933,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
TZA,National government,Tax,,0,,CHF,7070244,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
UGA,National government,Royalties,,0,,CHF,1478770,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
UGA,National government,Tax,,0,,CHF,14212858,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
UGA,Regional/ local government,Fees,,0,,CHF,409747,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
UKR,National government,Fees,,0,,CHF,205271,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
UKR,National government,Tax,,0,,CHF,185302,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
GBR,National government,Royalties,,0,,CHF,145541,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
GBR,National government,Tax,,0,,CHF,23742268,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
GBR,Regional/ local government,Tax,,0,,CHF,6983243,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
USA,National government,Tax,,0,,CHF,9653455,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
USA,Regional/ local government,Fees,,0,,CHF,437661,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
USA,Regional/ local government,Royalties,,0,,CHF,501145,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
USA,Regional/ local government,Tax,,0,,CHF,16239937,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
VNM,National government,Royalties,,0,,CHF,1252617,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
VNM,National government,Tax,,0,,CHF,9779993,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ZMB,National government,Royalties,,0,,CHF,306108,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ZMB,National government,Tax,,0,,CHF,24772979,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ZMB,Regional/ local government,Fees,,0,,CHF,378089,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ZWE,National government,Fees,,0,,CHF,206513,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ZWE,National government,Tax,,0,,CHF,369742,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
